Timestamp_ms,Sample_ID,Raw_Voltage,True_Anomalies,Filtered_Signal,Variance_Delta
23100,222,418.6367403704126,0,517.4167656750666,-98.78002530465398
23200,223,546.3130095187257,0,516.0780578094732,30.234951709252528
23300,224,431.3642064405174,0,504.757522196996,-73.39331575647856
23400,225,488.4034067105283,0,503.9742090912505,-15.57080238072217
23500,226,566.4475298483683,0,505.624115973621,60.8234138747473
23600,227,515.2140009547732,0,509.8096421417861,5.404358812987027
23700,228,458.1127611035347,0,505.6050112858396,-47.49225018230493
23800,229,476.23481453700157,0,504.45531047868536,-28.220495941683794
23900,230,545.9798874467338,0,507.44392852642716,38.5359589203066
24000,231,475.48166841414314,0,492.21880253447387,-16.737134120330722
24100,232,522.8229294790988,0,502.63742144534245,20.18550803375632
24200,233,514.2785919951907,0,499.43397969298894,14.844612302201767
24300,234,479.4199826197091,0,504.2395573109081,-24.819574691198966
24400,235,619.1972044662663,0,517.3189370864819,101.87826737978435
24500,236,543.6959511159006,0,515.0437792132352,28.652171902665373
24600,237,410.74287066711963,0,504.5966661844698,-93.85379551735019
24700,238,521.3227157384714,0,510.91766164796354,10.40505409050786
24800,239,478.9106767615806,0,511.18524787042134,-32.274571108840746
24900,240,554.6216667398112,0,512.0494257997291,42.57224094008211
25000,241,472.37396307836497,0,511.7386552661513,-39.36469218778632
25100,242,506.26317792665503,0,510.08268011090695,-3.819502184251917
25200,243,537.2493639490228,0,512.3797573062901,24.86960664273272
25300,244,555.2877597085061,0,519.9665350151698,35.32122469333626
25400,245,451.98517964721117,0,503.24533253326433,-51.26015288605316
25500,246,495.2749382079526,0,498.40323124246953,-3.1282930345169575
25600,247,488.2527344419522,0,506.1542176199529,-17.90148317800066
25700,248,479.3335383713144,0,501.95529988323705,-22.62176151192267
25800,249,600.2727120140548,0,514.0915034084845,86.1812086055703
25900,250,532.2490855480478,0,511.85424528930815,20.394840258739634
26000,251,448.95580228324775,0,509.5124292097965,-60.556626926548745
26100,252,557.8930973527388,0,514.6754211524049,43.217676200333926
26200,253,618.1078098506316,0,522.7612657425658,95.34654410806581
26300,254,563.6232630275573,0,523.5948160744708,40.02844695308647
26400,255,436.03150170229935,0,521.9994482799797,-85.96794657768032
26500,256,487.78829635668745,0,521.2507840948531,-33.462487738165635
26600,257,575.3455574593312,0,529.960066396591,45.38549106274024
26700,258,476.61652671906097,0,529.6883652313657,-53.07183851230468
26800,259,534.1909714073114,0,523.0801911706914,11.11078023662003
26900,260,550.7317026714668,0,524.9284528830333,25.803249788433504
27000,261,465.65347642109583,0,526.5982202968181,-60.94474387572228
27100,262,509.02373219691,0,521.7112837812352,-12.687551584325263
27200,263,349.93663299654634,0,494.89416609582656,-144.95753309928023
27300,264,460.7806179332855,0,484.6099015863994,-23.82928365311392
27400,265,499.371592430342,0,490.9439106592037,8.427681771138282
27500,266,449.6108409017575,0,487.1261651137107,-37.515324211953214
27600,267,593.6205651965818,0,488.9536658874358,104.66689930914595
27700,268,440.49293110196834,0,485.3413063257266,-44.84837522375824
27800,269,489.9977756651508,0,480.9219867515105,9.075788913640338
27900,270,518.5370288643046,0,477.7025193707943,40.834509493510325
28000,271,584.0636644533058,0,489.5435381740152,94.5201262792906
28100,272,440.206892441028,0,482.661854198427,-42.45496175739902
28200,273,570.158187607748,0,504.68400965954726,65.47417794820075
28300,274,512.5116530509794,0,509.85711317131666,2.654539879662707
28400,275,462.92456744760244,0,506.21241067304265,-43.28784322544021
28500,276,535.1051737131636,0,514.7618439541833,20.343329758980303
28600,277,521.9529847786735,0,507.59508591239245,14.357898866281005
28700,278,481.98915614206027,0,511.7447084164016,-29.755552274341312
28800,279,515.490104249501,0,514.2939412748367,1.1961629746642757
28900,280,492.73432015691196,0,511.7136704040974,-18.979350247185437
29000,281,517.6758672625624,0,505.0748906850231,12.600976577539313
29100,282,545.1065337260524,0,515.5648548135255,29.54167891252689
29200,283,591.3008408072676,0,517.6791201334775,73.62172067379015
29300,284,450.10922505865756,0,511.43887733424526,-61.329652275587705
29400,285,618.6516687328133,0,527.0115874627663,91.64008127004695
29500,286,414.3956100238749,0,514.9406310938375,-100.54502106996262
29600,287,504.41074524822085,0,513.1864071407922,-8.77566189257135
29700,288,541.4158603242288,0,519.129077559009,22.286782765219755
29800,289,526.0495933867517,0,520.1850264727342,5.864566914017473
29900,290,480.8650240089703,0,518.99809685794,-38.13307284896973
30000,291,501.5938874821362,0,517.3898988798973,-15.796011397761049
30100,292,487.34995326705837,0,511.614240833998,-24.26428756693963
30200,293,482.53176215278944,0,500.73733296855005,-18.20557081576061
30300,294,554.4801048510512,0,511.17442094778954,43.305683903261695
30400,295,529.8507742982524,0,502.2943315043334,27.556442793919018
30500,296,477.3545202369673,0,508.5902225256426,-31.235702288675327
30600,297,556.9799937716625,0,513.8471473779869,43.13284639367566
30700,298,527.3649760438304,0,512.4420589499471,14.92291709388337
30800,299,552.643105941948,0,515.1014102054667,37.5416957364813
30900,300,543.4814420961806,0,521.3630520141876,22.11839008199297
31000,301,470.5502494538964,0,518.2586882113637,-47.70843875746732
31100,302,483.99094799015154,0,517.9227876836729,-33.9318396935214
31200,303,549.3646802561631,0,524.6060794940104,24.758600762152696
31300,304,542.5185132716732,0,523.4099203360726,19.108592935600655
31400,305,510.9549203017926,0,521.5203349364266,-10.56541463463401
31500,306,517.8663691654391,0,525.5715198292737,-7.705150663834615
31600,307,575.8832447894213,0,527.4618449310495,48.42139985837173
31700,308,482.4214305582085,0,522.9674903824874,-40.54605982427893
31800,309,539.3548690585019,0,521.6386666941428,17.716202364359106
31900,310,501.8903673783053,0,517.4795592223552,-15.589191844049878
32000,311,501.115939838639,0,520.5361282608296,-19.42018842219062
32100,312,566.9388425993595,0,528.8309177217504,38.10792487760909
32200,313,553.2708174494015,0,529.2215314410741,24.049286008327385
32300,314,552.6754818000319,0,530.2372282939101,22.438253506121782
32400,315,577.2739403577165,0,536.8691302995024,40.404810058214025
32500,316,513.050192081638,0,536.3875125911223,-23.337320509484357
32600,317,546.0976485647482,0,533.4089529686551,12.688695596093112
32700,318,496.4866621703272,0,534.8154761298669,-38.32881395953967
32800,319,528.2083176244221,0,533.7008209864589,-5.492503362036814
32900,320,505.49284728161575,0,534.0610689767899,-28.568221695174145
33000,321,516.8497982496359,0,535.6344548178896,-18.784656568253695
33100,322,541.7578512718457,0,533.1163556851382,8.641495586707492
33200,323,471.0889658383264,0,524.8981705240308,-53.8092046857044
33300,324,616.619363784273,0,531.2925587224548,85.32680506181816
33400,325,461.6991309250149,0,519.7350777791846,-58.03594685416971
33500,326,451.2905693606134,0,513.5591155070822,-62.26854614646879
33600,327,569.9055436750034,0,515.9399050181078,53.965638656895635
33700,328,551.5831346981468,0,521.4495522708896,30.133582427257124
33800,329,543.2059908526078,0,522.9493195937082,20.256671258899587
33900,330,543.417275463214,0,526.7417624118681,16.675513051345888
34000,331,511.3876613576543,0,526.19554872267,-14.807887365015688
34100,332,467.1372814257084,0,518.7334917380563,-51.596210312347864
34200,333,515.7902279096863,0,523.2036179451923,-7.413390035505927
34300,334,478.14191442439443,0,509.3558730092044,-31.213958584809973
34400,335,560.7559866708875,0,519.2615585837916,41.49442808709591
34500,336,504.6471309248931,0,524.5972147402197,-19.950083815326593
34600,337,470.7251401603744,0,514.6791743887568,-43.9540342283824
34700,338,495.93070791735033,0,509.11393171067704,-13.183223793326704
34800,339,532.6465727137812,0,508.0579898967944,24.588582816986786
34900,340,483.81377235980125,0,502.09763958645317,-18.28386722665192
35000,341,470.8889802216784,0,498.0477714728555,-27.158791251177092
35100,342,524.1843605745956,0,503.7524793877443,20.431881186851342
35200,343,524.2483285554362,0,504.5982894523192,19.650039103116967
35300,344,486.6528412314435,0,505.44938213302413,-18.796540901580613
35400,345,488.44808471908385,0,498.2185919378438,-9.770507218759974
35500,346,523.6024968678818,0,500.1141285321426,23.488368335739153
35600,347,439.5957829251338,0,497.00119280861855,-57.405409883484765
35700,348,441.62681128117225,0,491.5708031450007,-49.943991863828444
35800,349,476.0777889373782,0,485.91392476736047,-9.836135829982254
35900,350,501.32764241440765,0,487.66531177282116,13.662330641586493
36000,351,527.5453782799002,0,493.33095157864335,34.214426701256855
36100,352,585.7678108474776,0,499.4892966059315,86.27851424154608
36200,353,554.8829811601009,0,502.55276186639804,52.330219293702896
36300,354,504.0030735018286,0,504.28778509343647,-0.2847115916078451
36400,355,511.04918960486555,0,506.54789558201463,4.501294022850914
36500,356,461.87353176810956,0,500.37499907203744,-38.50146730392788
36600,357,511.0743432003805,0,507.5228550995621,3.5514881008184034
36700,358,497.56706805399307,0,513.1168807768443,-15.549812722851186
36800,359,528.1359280169045,0,518.3226946847968,9.813233332107643
36900,360,470.63845282238384,0,515.2537757255943,-44.61532290321048
37000,361,537.9673257120586,0,516.2959704688103,21.671355243248286
37100,362,588.6369456501288,0,516.5828839490754,72.05406170105346
37200,363,506.5619925771571,0,511.75078509078105,-5.188792513623923
37300,364,532.0855861049471,0,514.5590363510929,17.52654975385417
37400,365,546.5071995855557,0,518.1048373491619,28.402362236393742
37500,366,491.93897640570816,0,521.1113818129218,-29.172405407213603
37600,367,523.2046240905208,0,522.3244099019358,0.8802141885850006
37700,368,512.6296200390898,0,523.8306651004455,-11.201045061355671
37800,369,516.8838049274416,0,522.7054527914992,-5.8216478640575815
37900,370,473.3495108072267,0,522.9765585899835,-49.62704778275679
38000,371,513.2255087129471,0,520.5023768900722,-7.276868177125152
38100,372,536.8999145622724,0,515.3286737812866,21.571240780985818
38200,373,584.5571803897521,0,523.128192562546,61.42898782720613
38300,374,559.9635413042604,0,525.9159880824775,34.04755322178289
38400,375,619.6591228755779,0,533.2311804114796,86.42794246409824
38500,376,473.6326218555975,0,531.4005449564686,-57.76792310087109
38600,377,555.6160318360339,0,534.64168573102,20.97434610501398
38700,378,521.1671002869176,0,535.4954337558027,-14.328333468885035
38800,379,621.4901466608836,0,545.9560679291469,75.53407873173671
38900,380,471.5850857322424,0,545.7796254216485,-74.19453968940604
39000,381,470.0139078909612,0,541.4584653394498,-71.44455744848864
39100,382,482.0303677277989,0,535.9715106560026,-53.9411429282037
39200,383,405.80521378450965,0,518.0963139954783,-112.2911002109687
39300,384,485.71224891596194,0,510.6711847566485,-24.958935840686536
39400,385,474.0433669223151,0,496.1096091613223,-22.06624223900718
39500,386,519.5196893238103,0,500.69831590814346,18.82137341566687
39600,387,529.087798788858,0,498.04549260342594,31.04230618543204
39700,388,605.8085419607943,0,506.50963677081353,99.29890518998076
39800,389,559.5211919093025,0,500.3127412956554,59.208450613647074
39900,390,483.15481721687985,0,501.4697144441191,-18.31489722723927
40000,391,467.07926643258213,0,501.17625029828133,-34.0969838656992
40100,392,536.5959585753253,0,506.632809383034,29.963149192291326
40200,393,445.9883396489679,0,510.65112196947973,-64.66278232051184
40300,394,603.5729382927177,0,522.4371909071554,81.13574738556235
40400,395,570.9720060360644,0,532.1300548185303,38.841951217534074
40500,396,488.5412173947648,0,529.0322076256257,-40.490990230860916
40600,397,426.3432735454561,0,518.7577551012855,-92.41448155582941
40700,398,579.6936187082706,0,516.1462627760332,63.54735593223745
40800,399,506.2730077373691,0,510.8214443588398,-4.548436621470728
40900,400,573.890815598673,0,519.8950441970192,53.99577140165388
41000,401,785.3063222294426,1,551.7177497767051,233.58857245273748
41100,402,919.822331361359,1,590.0403870553084,329.7819443060506
41200,403,512.2621849859091,0,596.6677715890027,-84.40558660309352
41300,404,514.3490296882371,0,587.7453807285546,-73.39635104031743
41400,405,489.4967264260378,0,579.597852767552,-90.1011263415142
41500,406,543.142496617375,0,585.0579806898129,-41.91548407243795
41600,407,458.61897853087027,0,588.2855511883544,-129.6665726574841
41700,408,504.8810257489353,0,580.8042918924209,-75.92326614348559
41800,409,518.014781585595,0,581.9784692772434,-63.96368769164849
41900,410,537.7219417029374,0,578.3615818876699,-40.63964018473246
42000,411,547.5807439044445,0,554.5890240551701,-7.008280150725568
42100,412,455.76789540810654,0,508.1835804598448,-52.41568505173825
42200,413,435.2942914632189,0,500.48679110757575,-65.19249964435687
42300,414,575.8838410949254,0,506.64027224824457,69.24356884668083
42400,415,528.6157005989796,0,510.5521696655387,18.063530933440916
42500,416,474.5756731721723,0,503.6954873210185,-29.119814148846217
42600,417,589.5575987761262,0,516.7893493455441,72.76824943058205
42700,418,517.783731714643,0,518.079619942115,-0.2958882274720054
42800,419,570.9648592031913,0,523.3746277038745,47.590231499316815
42900,420,515.3759240705054,0,521.1400259406313,-5.764101870125842
43000,421,615.0373962440993,0,527.8856911745968,87.15170506950255
43100,422,599.7670421221602,0,542.2856058460022,57.48143627615798
43200,423,499.5517925760463,0,548.7113559572848,-49.15956338123851
43300,424,560.5785475477178,0,547.1808266025643,13.397720945153537
43400,425,544.2687974792574,0,548.746136290592,-4.477338811334562
43500,426,580.4315778766174,0,559.3317267610365,21.09985111558092
43600,427,463.7538269709948,0,546.7513495805233,-82.99752260952852
43700,428,546.302572999922,0,549.6032337090512,-3.300660709129261
43800,429,564.9212243424794,0,548.99887022298,15.922354119499346
43900,430,424.06302567884427,0,539.8675803838139,-115.80455470496963
44000,431,452.83707436671125,0,523.647548196075,-70.81047382936379
44100,432,410.038391111995,0,504.6746830950586,-94.63629198306359
44200,433,498.5296582777721,0,504.5724696652311,-6.042811387458983
44300,434,547.8771127897982,0,503.3023261894392,44.57478660035895
44400,435,587.1178526048014,0,507.5872317019936,79.53062090280787
44500,436,515.7047390209888,0,501.1145478164307,14.590191204558096
44600,437,593.4307772785646,0,514.0822428471877,79.34853443137695
44700,438,442.99492708925544,0,503.751478256121,-60.75655116686556
44800,439,426.83087803224225,0,489.9424436250973,-63.11156559285507
44900,440,509.22261505516906,0,498.45840256272976,10.764212492439299
45000,441,531.2032724469653,0,506.2950223707552,24.90825007621015
45100,442,510.36526259529535,0,516.3277095190853,-5.962446923789912
